complaint_id,encounter_record_id,patient_visit_id,hospital_id,hospital_name,complaint_datetime,service_area,source,formal_complaint_flag,complaint_theme,complaint_text,sentiment,urgency,resolution_status,daily_average_wait_minutes,daily_critical_wait_share_pct,source_system,synthetic_flag
CMP0000114,EN000277,,KPJ_01,JCORP Specialist Hospital,2024-10-01 08:29:00,Emergency Department,Facebook,False,Staff Attitude,The response from staff felt unfriendly.,Negative,High,Not Applicable,27.21,0.71,Patient Experience System,True
CMP0000115,EN000278,VIS00037362,KPJ_01,JCORP Specialist Hospital,2024-10-01 15:04:00,Outpatient Department,Facebook,False,Overcrowding,There were too many patients in the service area.,Negative,High,Not Applicable,35.48,0.0,Patient Experience System,True
CMP0000116,EN000278,,KPJ_01,JCORP Specialist Hospital,2024-10-01 13:59:00,Outpatient Department,Call Centre,True,Long Waiting Time,The waiting time was much longer than expected.,Negative,Medium,Resolved,35.48,0.0,Patient Experience System,True
CMP0000117,EN000281,VIS00037642,KPJ_01,JCORP Specialist Hospital,2024-10-02 15:14:00,Outpatient Department,Call Centre,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 13 minutes.,Negative,Medium,Open,35.53,0.0,Patient Experience System,True
CMP0000118,EN000284,VIS00038185,KPJ_01,JCORP Specialist Hospital,2024-10-03 13:44:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 23 minutes.,Negative,Medium,In Progress,34.81,0.0,Patient Experience System,True
CMP0000119,EN000286,,KPJ_01,JCORP Specialist Hospital,2024-10-04 08:43:00,Emergency Department,Facebook,False,Long Waiting Time,I waited far too long before being attended to.,Negative,Medium,Not Applicable,31.63,2.45,Patient Experience System,True
CMP0000120,EN000288,,KPJ_01,JCORP Specialist Hospital,2024-10-04 11:07:00,Inpatient Wards,Formal Complaint Form,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000121,EN000289,,KPJ_01,JCORP Specialist Hospital,2024-10-05 14:42:00,Emergency Department,Facebook,False,Insufficient Staff,The counter was understaffed and service was slow.,Negative,High,Not Applicable,28.99,4.14,Patient Experience System,True
CMP0000122,EN000290,VIS00039042,KPJ_01,JCORP Specialist Hospital,2024-10-05 21:45:00,Outpatient Department,Facebook,False,Staff Attitude,The response from staff felt unfriendly.,Negative,Low,Not Applicable,35.97,0.0,Patient Experience System,True
CMP0000123,EN000299,,KPJ_01,JCORP Specialist Hospital,2024-10-08 13:14:00,Outpatient Department,Facebook,False,Staff Attitude,The interaction with staff could have been more professional.,Negative,Low,Not Applicable,35.58,0.0,Patient Experience System,True
CMP0000124,EN000304,VIS00040860,KPJ_01,JCORP Specialist Hospital,2024-10-10 10:30:00,Emergency Department,Facebook,False,Long Waiting Time,The queue moved very slowly and the wait was frustrating. The recorded wait was about 23 minutes.,Negative,Medium,Not Applicable,31.25,2.6,Patient Experience System,True
CMP0000125,EN000308,,KPJ_01,JCORP Specialist Hospital,2024-10-11 20:10:00,Outpatient Department,Facebook,False,Long Waiting Time,The waiting time was much longer than expected.,Negative,High,Not Applicable,34.67,0.0,Patient Experience System,True
CMP0000126,EN000313,VIS00042173,KPJ_01,JCORP Specialist Hospital,2024-10-13 13:22:00,Emergency Department,Call Centre,True,Overcrowding,Patient flow appeared poorly managed.,Negative,High,Resolved,29.61,3.47,Patient Experience System,True
CMP0000127,EN000313,,KPJ_01,JCORP Specialist Hospital,2024-10-13 21:14:00,Emergency Department,Call Centre,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Resolved,29.61,3.47,Patient Experience System,True
CMP0000128,EN000316,,KPJ_01,JCORP Specialist Hospital,2024-10-14 15:49:00,Emergency Department,Facebook,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,29.92,1.2,Patient Experience System,True
CMP0000129,EN000316,,KPJ_01,JCORP Specialist Hospital,2024-10-14 13:34:00,Emergency Department,Call Centre,True,Billing,The billing process was unclear.,Negative,Medium,Resolved,29.92,1.2,Patient Experience System,True
CMP0000130,EN000317,VIS00042868,KPJ_01,JCORP Specialist Hospital,2024-10-14 10:39:00,Outpatient Department,Patient Portal,True,Poor Communication,The instructions provided were confusing.,Negative,Medium,Resolved,35.3,0.0,Patient Experience System,True
CMP0000131,EN000321,,KPJ_01,JCORP Specialist Hospital,2024-10-15 18:06:00,Inpatient Wards,Formal Complaint Form,True,Long Waiting Time,I waited far too long before being attended to.,Negative,High,Resolved,0.0,0.0,Patient Experience System,True
CMP0000132,EN000322,VIS00043530,KPJ_01,JCORP Specialist Hospital,2024-10-16 18:53:00,Emergency Department,Google Review,False,Poor Communication,No one updated us about the service delay.,Negative,Medium,Not Applicable,30.74,1.28,Patient Experience System,True
CMP0000133,EN000324,,KPJ_01,JCORP Specialist Hospital,2024-10-16 16:12:00,Inpatient Wards,Formal Complaint Form,True,Staff Attitude,The interaction with staff could have been more professional.,Negative,Medium,Resolved,0.0,0.0,Patient Experience System,True
CMP0000134,EN000325,VIS00044009,KPJ_01,JCORP Specialist Hospital,2024-10-17 09:15:00,Emergency Department,Facebook,False,Staff Attitude,The response from staff felt unfriendly.,Negative,Medium,Not Applicable,29.05,3.85,Patient Experience System,True
CMP0000135,EN000326,VIS00044121,KPJ_01,JCORP Specialist Hospital,2024-10-17 14:55:00,Outpatient Department,Patient Portal,True,Overcrowding,Patient flow appeared poorly managed.,Negative,High,Resolved,34.68,0.0,Patient Experience System,True
CMP0000136,EN000331,VIS00044857,KPJ_01,JCORP Specialist Hospital,2024-10-19 10:31:00,Emergency Department,Formal Complaint Form,True,Facility Condition,The facility condition could be improved.,Negative,Medium,Resolved,28.82,1.18,Patient Experience System,True
CMP0000137,EN000332,VIS00045034,KPJ_01,JCORP Specialist Hospital,2024-10-19 20:12:00,Outpatient Department,Call Centre,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 29 minutes.,Negative,High,Resolved,34.13,0.0,Patient Experience System,True
CMP0000138,EN000332,VIS00045081,KPJ_01,JCORP Specialist Hospital,2024-10-19 15:49:00,Outpatient Department,Facebook,False,Insufficient Staff,There did not seem to be enough staff available.,Negative,Medium,Not Applicable,34.13,0.0,Patient Experience System,True
CMP0000139,EN000337,VIS00045407,KPJ_01,JCORP Specialist Hospital,2024-10-21 11:57:00,Emergency Department,Formal Complaint Form,True,Long Waiting Time,My appointment was delayed and no clear update was given. The recorded wait was about 22 minutes.,Negative,High,Open,30.92,1.3,Patient Experience System,True
CMP0000140,EN000338,VIS00045613,KPJ_01,JCORP Specialist Hospital,2024-10-21 21:29:00,Outpatient Department,Patient Portal,True,Staff Attitude,The service attitude did not meet expectations.,Negative,Medium,Resolved,35.34,0.0,Patient Experience System,True
CMP0000141,EN000338,VIS00045558,KPJ_01,JCORP Specialist Hospital,2024-10-21 13:23:00,Outpatient Department,Google Review,False,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 17 minutes.,Negative,Medium,Not Applicable,35.34,0.0,Patient Experience System,True
CMP0000142,EN000343,VIS00046367,KPJ_01,JCORP Specialist Hospital,2024-10-23 18:07:00,Emergency Department,Call Centre,True,Billing,The billing process was unclear.,Negative,Low,In Progress,29.93,2.11,Patient Experience System,True
CMP0000143,EN000346,,KPJ_01,JCORP Specialist Hospital,2024-10-24 11:46:00,Emergency Department,Formal Complaint Form,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Resolved,28.51,2.19,Patient Experience System,True
CMP0000144,EN000348,,KPJ_01,JCORP Specialist Hospital,2024-10-24 08:38:00,Inpatient Wards,Google Review,False,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,Medium,Not Applicable,0.0,0.0,Patient Experience System,True
CMP0000145,EN000347,VIS00047206,KPJ_01,JCORP Specialist Hospital,2024-10-24 21:58:00,Outpatient Department,Facebook,False,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 38 minutes.,Negative,High,Not Applicable,34.52,0.0,Patient Experience System,True
CMP0000146,EN000347,,KPJ_01,JCORP Specialist Hospital,2024-10-24 11:23:00,Outpatient Department,Formal Complaint Form,True,Staff Attitude,The service attitude did not meet expectations.,Negative,Medium,Resolved,34.52,0.0,Patient Experience System,True
CMP0000147,EN000355,,KPJ_01,JCORP Specialist Hospital,2024-10-27 18:03:00,Emergency Department,Patient Portal,True,Long Waiting Time,I arrived on time but still waited for a long period.,Negative,Medium,Resolved,28.89,2.86,Patient Experience System,True
CMP0000148,EN000359,,KPJ_01,JCORP Specialist Hospital,2024-10-28 17:29:00,Outpatient Department,Facebook,False,Poor Communication,I did not receive enough information about what was happening.,Negative,Low,Not Applicable,35.01,0.0,Patient Experience System,True
CMP0000149,EN000361,VIS00048898,KPJ_01,JCORP Specialist Hospital,2024-10-29 17:03:00,Emergency Department,Facebook,False,Long Waiting Time,The waiting time was much longer than expected. The recorded wait was about 55 minutes.,Negative,Medium,Not Applicable,29.26,2.68,Patient Experience System,True
CMP0000150,EN000368,VIS00049886,KPJ_01,JCORP Specialist Hospital,2024-10-31 11:34:00,Outpatient Department,Facebook,False,Insufficient Staff,There did not seem to be enough staff available.,Negative,Medium,Not Applicable,35.09,0.0,Patient Experience System,True
CMP0000151,EN000368,VIS00050141,KPJ_01,JCORP Specialist Hospital,2024-10-31 13:35:00,Outpatient Department,Facebook,False,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Low,Not Applicable,35.09,0.0,Patient Experience System,True
CMP0000152,EN000371,,KPJ_01,JCORP Specialist Hospital,2024-11-01 14:19:00,Outpatient Department,Facebook,False,Long Waiting Time,I waited far too long before being attended to.,Negative,Medium,Not Applicable,35.03,0.0,Patient Experience System,True
CMP0000153,EN000373,VIS00050793,KPJ_01,JCORP Specialist Hospital,2024-11-02 11:54:00,Emergency Department,Formal Complaint Form,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,Medium,Resolved,29.25,1.97,Patient Experience System,True
CMP0000154,EN000373,VIS00050817,KPJ_01,JCORP Specialist Hospital,2024-11-02 10:08:00,Emergency Department,Call Centre,True,Staff Attitude,The interaction with staff could have been more professional.,Negative,High,Resolved,29.25,1.97,Patient Experience System,True
CMP0000155,EN000375,,KPJ_01,JCORP Specialist Hospital,2024-11-02 13:43:00,Inpatient Wards,Call Centre,True,Insufficient Staff,The department appeared short-staffed during a busy period.,Negative,High,Open,0.0,0.0,Patient Experience System,True
CMP0000156,EN000376,VIS00051090,KPJ_01,JCORP Specialist Hospital,2024-11-03 09:00:00,Emergency Department,Google Review,False,Long Waiting Time,I waited far too long before being attended to. The recorded wait was about 50 minutes.,Negative,High,Not Applicable,29.38,2.79,Patient Experience System,True
CMP0000157,EN000377,VIS00051205,KPJ_01,JCORP Specialist Hospital,2024-11-03 15:25:00,Outpatient Department,Call Centre,True,Long Waiting Time,I arrived on time but still waited for a long period. The recorded wait was about 30 minutes.,Negative,High,Resolved,35.93,0.0,Patient Experience System,True
CMP0000158,EN000380,,KPJ_01,JCORP Specialist Hospital,2024-11-04 12:18:00,Outpatient Department,Formal Complaint Form,True,Long Waiting Time,The waiting time was much longer than expected.,Negative,High,Resolved,34.67,0.0,Patient Experience System,True
CMP0000159,EN000382,VIS00051846,KPJ_01,JCORP Specialist Hospital,2024-11-05 19:19:00,Emergency Department,Patient Portal,True,Insufficient Staff,There did not seem to be enough staff available.,Negative,Medium,Resolved,31.17,0.66,Patient Experience System,True
CMP0000160,EN000383,VIS00052079,KPJ_01,JCORP Specialist Hospital,2024-11-05 18:17:00,Outpatient Department,Formal Complaint Form,True,Insufficient Staff,The counter was understaffed and service was slow.,Negative,Medium,In Progress,35.21,0.0,Patient Experience System,True
CMP0000161,EN000388,VIS00052793,KPJ_01,JCORP Specialist Hospital,2024-11-07 08:00:00,Emergency Department,Facebook,False,Overcrowding,The waiting area was overcrowded.,Negative,Medium,Not Applicable,29.91,3.09,Patient Experience System,True
CMP0000162,EN000389,,KPJ_01,JCORP Specialist Hospital,2024-11-07 11:11:00,Outpatient Department,Patient Portal,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,High,In Progress,36.34,0.0,Patient Experience System,True
CMP0000163,EN000391,VIS00053293,KPJ_01,JCORP Specialist Hospital,2024-11-08 17:54:00,Emergency Department,Formal Complaint Form,True,Insufficient Staff,More staff were needed to manage the patient flow.,Negative,High,Resolved,29.84,0.62,Patient Experience System,True
CMP0000164,EN000393,,KPJ_01,JCORP Specialist Hospital,2024-11-08 08:25:00,Inpatient Wards,Patient Portal,True,Overcrowding,Patient flow appeared poorly managed.,Negative,High,Resolved,0.0,0.0,Patient Experience System,True
CMP0000165,EN000392,VIS00053423,KPJ_01,JCORP Specialist Hospital,2024-11-08 10:39:00,Outpatient Department,Patient Portal,True,Insufficient Staff,Only a few staff members were handling many patients.,Negative,Medium,In Progress,35.03,0.0,Patient Experience System,True
CMP0000166,EN000397,VIS00054003,KPJ_01,JCORP Specialist Hospital,2024-11-10 16:34:00,Emergency Department,Formal Complaint Form,True,Poor Communication,Staff communication about the waiting process was unclear.,Negative,Medium,Resolved,29.22,2.41,Patient Experience System,True
CMP0000167,EN000399,,KPJ_01,JCORP Specialist Hospital,2024-11-10 12:42:00,Inpatient Wards,Patient Portal,True,Insufficient Staff,Only a few staff members were handling many patients.,Negative,High,Open,0.0,0.0,Patient Experience System,True
CMP0000168,EN000398,VIS00054114,KPJ_01,JCORP Specialist Hospital,2024-11-10 17:30:00,Outpatient Department,Patient Portal,True,Poor Communication,No one updated us about the service delay.,Negative,High,Resolved,35.08,0.0,Patient Experience System,True
CMP0000169,EN000407,,KPJ_01,JCORP Specialist Hospital,2024-11-13 20:10:00,Outpatient Department,Call Centre,True,Facility Condition,The facility condition could be improved.,Neutral,Medium,Resolved,35.5,0.0,Patient Experience System,True
CMP0000170,EN000409,,KPJ_01,JCORP Specialist Hospital,2024-11-14 17:05:00,Emergency Department,Facebook,False,Long Waiting Time,I arrived on time but still waited for a long period.,Negative,Medium,Not Applicable,30.22,1.31,Patient Experience System,True
CMP0000171,EN000412,VIS00056100,KPJ_01,JCORP Specialist Hospital,2024-11-15 17:07:00,Emergency Department,Facebook,False,Poor Communication,I did not receive enough information about what was happening.,Negative,Medium,Not Applicable,26.9,6.29,Patient Experience System,True
